X,Y,numReview,avgReview,num,age,sex,job,zip
0.17175,0.60219,57,3.6491,37,23,M,student,55105
0.23941,0.62367,121,3.719,38,28,F,other,54467
0.0068864,0.4791,22,3.7727,39,41,M,entertainment,01040
0.0064759,0.472,35,2.8857,40,38,M,scientist,27514
0.1871,0.40597,52,3.7692,41,33,M,engineer,80525
0.50249,0.63746,183,3.7268,42,30,M,administrator,17870
0.49176,0.65138,221,3.7104,43,29,F,librarian,20854
0.43157,0.54238,151,3.649,44,26,M,technician,46260
0.08521,0.57248,48,3.6042,45,29,M,programmer,50233
0.031014,0.49859,27,4.1111,46,27,F,marketing,46538
0.0045534,0.45519,25,3.64,47,53,M,marketing,07102
0.19183,0.35153,66,3.7879,48,45,M,administrator,12550
0.27692,0.50326,215,2.6837,49,23,F,student,76111
0.023496,0.47291,24,3.5417,50,21,M,writer,52245
0.091153,0.45423,23,3.5652,51,28,M,educator,16509
0.12528,0.52388,56,4.2679,52,18,F,student,55105
0.086114,0.52793,28,3.8214,53,26,M,programmer,55414
0.088075,0.62864,65,3.6923,54,22,M,executive,66315
0.070994,0.51264,21,3.2857,55,37,M,programmer,01331
0.48221,0.72808,187,3.6417,56,25,M,librarian,46260
0.19022,0.67401,106,3.5,57,16,M,none,84010
0.37694,0.39732,154,3.8377,58,27,M,programmer,52246
0.91368,0.32419,382,3.9346,59,49,M,educator,08403
0.56451,0.2165,208,4.0865,60,50,M,healthcare,06472
0.0045954,0.48219,21,2.9524,61,36,M,engineer,30040
0.50018,0.51834,232,3.3017,62,27,F,administrator,97214
0.084106,0.5334,93,3.1183,63,31,M,marketing,75240
0.54646,0.49443,200,3.585,64,32,M,educator,43202
0.25181,0.4572,80,3.9375,65,51,F,educator,48118
0.066012,0.57438,38,3.4737,66,23,M,student,80521
0.060046,0.54903,30,3.7667,67,17,M,student,60402
0.058245,0.51814,34,3.0294,68,19,M,student,22904
0.14353,0.54661,65,3.8462,69,24,M,engineer,55337
0.34246,0.55452,131,3.4656,70,27,M,engineer,60067
0.11277,0.4156,38,3.7895,71,39,M,scientist,98034
0.40631,0.43145,137,3.8175,72,48,F,administrator,73034
0.18581,0.37008,66,3.7273,73,24,M,student,41850
0.033684,0.50533,39,3.641,74,39,M,scientist,T8H1N
0.12053,0.59159,79,3.2785,75,24,M,entertainment,08816
0.16407,0.40907,82,3.561,76,20,M,student,02215
0.24663,0.43017,72,3.6111,77,30,M,technician,29379
0.020026,0.49395,21,3.381,78,26,M,administrator,61801
0.057345,0.45676,55,4,79,39,F,administrator,03755
0.085654,0.41877,29,3.7586,80,34,F,administrator,52241
0.10731,0.55546,58,3.2931,81,21,M,student,21218
0.35266,0.40141,168,3.0714,82,50,M,programmer,22902
0.30575,0.69681,155,3.4194,83,40,M,other,44133
0.14657,0.57314,68,3.8529,84,32,M,executive,55369
0.6132,0.17579,288,3.5382,85,51,M,educator,20003
0.0046941,0.46585,23,3.5217,86,26,M,administrator,46005
0.51413,0.60473,211,3.7915,87,47,M,administrator,89503
0.00394,0.4582,21,3.9524,88,49,F,librarian,11701
0.16333,0.51027,76,4.0395,89,43,F,administrator,68106
0.62544,0.024851,300,4.2233,90,60,M,educator,78155
0.28529,0.38967,98,3.8878,91,55,M,marketing,01913
0.69825,0.7459,388,3.2448,92,32,M,entertainment,80525
0.035965,0.49642,20,3.35,93,48,M,executive,23112
0.83396,0.57107,400,3.6575,94,26,M,student,71457
0.63608,0.51091,278,3.4173,95,31,M,administrator,10707
0.23451,0.40079,56,4.2679,96,25,F,artist,75206
0.25474,0.394,63,4.1587,97,43,M,artist,98006
0.069497,0.41135,27,3.5926,98,49,F,executive,90291
0.25507,0.70922,136,3.5515,99,20,M,student,63129
0.0061349,0.48953,59,3.0678,100,36,M,executive,90254
0.081228,0.62441,67,2.8955,101,15,M,student,05146
0.33162,0.61249,216,2.6157,102,38,M,programmer,30220
0.084112,0.51904,29,3.6207,103,26,M,student,55108
0.084928,0.57985,111,2.6667,104,27,M,student,55108
0.0071984,0.47172,23,3.3913,105,24,M,engineer,94043
0.16847,0.42789,64,3.7656,106,61,M,retired,55125
0.0064135,0.46439,22,3,107,39,M,scientist,60466
0.061971,0.49678,33,3.5758,108,44,M,educator,63130
0.53633,0.81927,234,3.4402,109,29,M,other,55423
0.19984,0.61895,133,3.0451,110,19,M,student,77840
0.004946,0.45825,24,3.5417,111,57,M,engineer,90630
0.0030414,0.49093,46,3.6957,112,30,M,salesman,60613
0.04004,0.52437,51,3.7255,113,47,M,executive,95032
0.16285,0.37785,48,3.6042,114,27,M,programmer,75013
0.25791,0.45267,92,3.9348,115,31,M,engineer,17110
0.12899,0.45548,143,3.007,116,40,M,healthcare,97232
0.21082,0.66092,86,3.9186,117,20,M,student,16125
0.22827,0.41643,71,4.662,118,21,M,administrator,90210
0.3302,0.66842,181,3.9503,119,32,M,programmer,67401
0.052495,0.52873,26,3.5769,120,47,F,other,06260
0.16455,0.46253,74,3.6081,121,54,M,librarian,99603
0.15153,0.36541,61,3.9836,122,32,F,writer,22206
0.14251,0.32532,54,3.8519,123,48,F,artist,20008
0.094249,0.48093,24,3.5,124,34,M,student,60615
0.39894,0.48025,182,3.4396,125,30,M,lawyer,22202
0.0048054,0.49018,45,3.5333,126,28,F,lawyer,20015
0.041625,0.51944,23,4.1304,127,33,M,none,73439
0.45047,0.48615,184,3.663,128,24,F,marketing,20009
0.0042226,0.45902,30,2.6,129,36,F,marketing,07039
0.64256,1,353,3.9858,130,20,M,none,60115
0.03794,0.44183,30,4.1333,131,59,F,administrator,15237
0.055648,0.42724,22,3.7727,132,24,M,other,94612
0.0075686,0.47621,26,3.1923,133,53,M,engineer,78602
0.014414,0.50103,25,3.64,134,31,M,programmer,80236
0.12341,0.49476,55,3.3818,135,23,M,student,38401
0.08151,0.44381,35,4.3429,136,51,M,other,97365
0.13475,0.61221,47,4.3191,137,50,M,educator,84408
0.16603,0.37262,51,4.2745,138,46,M,doctor,53211
0.027966,0.46712,24,4,139,20,M,student,08904
0.0054593,0.46573,21,3.4286,140,30,F,student,32250
0.1101,0.71312,107,3.4299,141,49,M,programmer,36117
0.06944,0.46984,33,3.6364,142,13,M,other,48118
0.0059188,0.49281,20,3.9,143,42,M,technician,08832
0.43088,0.47635,206,3.6748,144,53,M,programmer,20910
0.46318,0.78648,316,3.3354,145,31,M,entertainment,V3N4P
0.0060099,0.46763,29,3.6207,146,45,M,artist,83814
0.0046409,0.45212,20,4.2,147,40,F,librarian,02143
0.22417,0.42681,65,4,148,33,M,engineer,97006
0.0049591,0.46058,36,2.8889,149,35,F,marketing,17325
0.062148,0.50635,32,3.8438,150,20,F,artist,02139
0.7368,0.18465,307,3.9967,151,38,F,administrator,48103
0.25702,0.5939,106,4.3208,152,33,F,educator,68767
0.065278,0.46883,23,2.9565,153,25,M,student,60641
0.1528,0.35682,51,3.9608,154,25,M,student,53703
0.003877,0.4708,22,2.6364,155,32,F,other,11217
0.10775,0.38898,37,3.7297,156,25,M,educator,08360
0.071774,0.53876,51,3.7843,157,57,M,engineer,70808
0.42485,0.56398,173,3.8035,158,50,M,educator,27606
0.10427,0.67861,107,3.4299,159,23,F,student,55346
0.2694,0.46612,120,3.9167,160,27,M,programmer,66215
0.11731,0.43052,58,2.5517,161,50,M,lawyer,55104
0.10412,0.56295,42,3.5952,162,25,M,artist,15610
0.054121,0.45843,23,3.3043,163,49,M,administrator,97212
0.07456,0.649,63,4.127,164,47,M,healthcare,80123
0.082831,0.48398,30,4,165,20,F,other,53715
0.0064421,0.49315,20,3.55,166,47,M,educator,55113
0.1273,0.41151,69,3.3768,167,37,M,other,L9G2B
0.089087,0.64668,69,3.3333,168,48,M,other,80127
0.098817,0.40815,37,3.973,169,52,F,other,53705
0.0037516,0.4956,22,3.7727,170,53,F,healthcare,30067
0.0057346,0.46032,28,3.4643,171,48,F,educator,78750
0.05438,0.40387,27,3.1852,172,55,M,marketing,22207
9.44E-05,0.48197,43,4.2093,173,56,M,other,22306
0.30224,0.59129,177,3.5819,174,30,F,administrator,52302
0.14696,0.45374,38,3.7368,175,26,F,scientist,21911
0.067556,0.53109,63,3.6984,176,28,M,scientist,07030
0.29834,0.48858,115,3.6174,177,20,M,programmer,19104
0.60383,0.74626,273,3.6813,178,26,M,other,49512
0.0070741,0.48324,42,3.0476,179,15,M,entertainment,20755
0.18717,0.4957,63,3.9365,180,22,F,administrator,60202
0.10428,0.65397,435,1.492,181,26,M,executive,21218
0.086851,0.50151,28,3.8571,182,36,M,programmer,33884
0.11877,0.52871,53,3.1887,183,33,M,scientist,27708
0.51477,0.30916,251,3.6614,184,37,M,librarian,76013
0.11355,0.40838,48,4.0417,185,53,F,librarian,97403
0.13135,0.61728,92,3.413,186,39,F,executive,00000
0.19078,0.3662,56,4.0714,187,26,M,educator,16801
0.33707,0.51648,112,3.7679,188,42,M,student,29440
0.45713,0.23197,187,3.9786,189,32,M,artist,95014
0.060154,0.60086,59,3.322,190,30,M,administrator,95938
0.0092258,0.46321,27,3.6296,191,33,M,administrator,95161
0.046979,0.48975,35,3.5143,192,42,M,educator,90840
0.1825,0.57519,121,3.1653,193,29,M,student,49931
0.63125,0.37361,305,2.9639,194,38,M,administrator,02154
0.13589,0.47582,96,3.2917,195,42,M,scientist,93555
0.07544,0.4506,39,3.6154,196,49,M,writer,55105
0.22685,0.57487,118,3.339,197,55,M,technician,75094
0.46426,0.48517,181,3.2762,198,21,F,student,55414
0.036785,0.46958,40,2.95,199,30,M,writer,17604
0.54419,0.73543,216,4.0324,200,40,M,programmer,93402
0.59273,0.44572,386,3.0311,201,27,M,writer,E2A4H
0.048847,0.44811,20,2.8,202,41,F,educator,60201
0.060496,0.55891,43,3.4186,203,25,F,student,32301
0.044025,0.43974,42,3.4524,204,52,F,librarian,10960
0.00569,0.47847,22,2.8636,205,47,M,lawyer,06371
0.006025,0.48329,64,2.1719,206,14,F,student,53115
0.44906,0.50752,230,3.2304,207,39,M,marketing,92037
0.1035,0.41189,33,3.7879,208,43,M,engineer,01720
0.036222,0.4631,33,3.1818,209,33,F,educator,85710
0.42813,0.44673,132,4.0606,210,39,M,engineer,03060
0.071919,0.44849,37,3.1892,211,66,M,salesman,32605
0.072275,0.39955,25,3.92,212,49,F,educator,61401
0.41248,0.49416,126,4.2302,213,33,M,executive,55345
0.33129,0.36311,128,3.8984,214,26,F,librarian,11231
0.3241,0.44919,93,3.7742,215,35,M,programmer,63033
0.36312,0.57089,131,3.8015,216,22,M,engineer,02215
0.16115,0.60504,76,2.9605,217,22,M,other,11727
0.15123,0.41483,53,3.6038,218,37,M,administrator,06513
0.054096,0.44626,28,3.7143,219,32,M,programmer,43212
0.0056339,0.47305,22,3.7727,220,30,M,librarian,78205
0.29824,0.64445,146,3.6164,221,19,M,student,20685
0.67822,0.86864,387,3.0491,222,29,M,programmer,27502
0.13118,0.64262,105,3.0286,223,19,F,student,47906
0.17736,0.54874,141,2.9929,224,31,F,educator,43512
0.097308,0.39833,27,4.5185,225,51,F,administrator,58202
0.1339,0.44134,50,3.8,226,28,M,student,92103
0.069776,0.49945,58,3.4483,227,46,M,executive,60659
0.034833,0.45415,21,3.1429,228,21,F,student,22003
0.0056552,0.46334,30,2.7333,229,29,F,librarian,22903
0.4167,0.50785,133,3.8496,230,28,F,student,14476
0.038176,0.51868,21,3.6667,231,48,M,librarian,01080
0.25793,0.3601,93,3.9032,232,45,M,scientist,99709
0.36472,0.31241,110,4.3455,233,38,M,engineer,98682
0.73738,0.15309,480,3.1229,234,60,M,retired,94702
0.24885,0.31992,94,3.9787,235,37,M,educator,22973
0.30354,0.43557,124,3.4758,236,44,F,writer,53214
0.17386,0.31048,48,4.1458,237,49,M,administrator,63146
0.037245,0.53301,29,3.2759,238,42,F,administrator,44124
0.39493,0.14866,159,4.2138,239,39,M,artist,95628
0.0043486,0.47309,24,3.75,240,23,F,educator,20784
0.0042137,0.47591,23,3.4348,241,26,F,student,20001
0.021944,0.4775,20,4.45,242,33,M,educator,31404
0.1707,0.40622,81,3.642,243,33,M,educator,60201
0.48314,0.59864,238,3.6513,244,28,M,technician,80525
0.038301,0.50693,22,3.2727,245,22,M,student,55109
0.35122,0.63538,195,2.9282,246,19,M,student,28734
0.065229,0.49831,26,3.9231,247,28,M,engineer,20770
0.17536,0.49914,56,3.5714,248,25,M,student,37235
0.44889,0.5865,161,4.1056,249,25,M,student,84103
0.27744,0.52595,122,3.7869,250,29,M,executive,95110
0.18652,0.6213,77,3.7922,251,28,M,doctor,85032
0.039876,0.46844,21,4.4286,252,42,M,engineer,07733
0.29689,0.50011,97,3.9794,253,26,F,librarian,22903
0.31425,0.53832,159,3.0503,254,44,M,educator,42647
0.083501,0.5611,83,2.5422,255,23,M,entertainment,07029
0.4169,0.82543,207,3.9903,256,35,F,none,39042
0.076125,0.43585,57,4.0351,257,17,M,student,77005
0.0032964,0.48947,23,3.7391,258,19,F,student,77801
0.1216,0.50366,46,3.8696,259,21,M,student,48823
0.0045267,0.48493,24,4.0417,260,40,F,artist,89801
0.013779,0.51411,27,4.1111,261,28,M,administrator,85202
0.32183,0.53789,160,3.1688,262,19,F,student,78264
0.38058,0.37436,123,4.0488,263,41,M,programmer,55346
0.31454,0.37473,120,4.2167,264,36,F,writer,90064
0.064837,0.60671,46,3.5652,265,26,M,executive,84601
0.027831,0.45166,23,3.2609,266,62,F,administrator,78756
0.51064,0.60314,185,3.9351,267,23,M,engineer,83716
0.56212,0.6057,328,2.9421,268,24,M,engineer,19422
0.54073,0.1943,323,3.0093,269,31,F,librarian,43201
0.27323,0.57198,138,4.3333,270,18,F,student,63119
0.63748,0.28407,278,3.5827,271,51,M,engineer,22932
0.21946,0.37841,51,4.3333,272,33,M,scientist,53706
0.0071649,0.45267,22,3.6364,273,50,F,other,10016
0.15305,0.59442,71,4.0563,274,20,F,student,55414
0.22908,0.54494,95,3.1158,275,38,M,engineer,92064
0.87798,0.84234,518,3.4653,276,21,M,student,95064
0.081441,0.55691,54,3.5,277,35,F,administrator,55406
0.036449,0.45173,23,4.2609,278,37,F,librarian,30033
0.56686,0.63921,434,3.2673,279,33,M,programmer,85251
0.50507,0.71388,258,3.5775,280,30,F,librarian,22903
0.0031667,0.49331,26,3.1923,281,15,F,student,06059
0.0072391,0.47854,22,3.5,282,22,M,administrator,20057
0.17268,0.48735,53,4.1321,283,28,M,programmer,55305
0.004319,0.46792,47,3.5532,284,40,M,executive,92629
0.070154,0.45678,32,3.9375,285,25,M,programmer,53713
0.51314,0.62803,288,3.7118,286,27,M,student,15217
0.14336,0.58907,62,4.1129,287,21,M,salesman,31211
0.20861,0.40107,75,3.88,288,34,M,marketing,23226
0.045049,0.53941,27,2.9259,289,11,M,none,94619
0.3908,0.57995,150,3.3533,290,40,M,engineer,93550
0.5582,0.82983,296,3.6858,291,19,M,student,44106
0.36149,0.39476,124,4.2258,292,35,F,programmer,94703
0.70829,0.44277,388,3.0309,293,24,M,writer,60804
0.1474,0.7087,150,3.4667,294,34,M,technician,92110
0.56278,0.50679,196,4.2398,295,31,M,educator,50325
0.34634,0.37417,147,4.1769,296,43,F,administrator,16803
0.43157,0.50023,192,3.4375,297,29,F,educator,98103
0.41102,0.3897,127,4.0315,298,44,M,executive,01581
0.50744,0.28437,280,3.4643,299,29,M,doctor,63108
0.012642,0.49134,20,3.75,300,26,F,programmer,55106
0.64167,0.71858,275,3.5273,301,24,M,student,55439
0.0059869,0.47758,21,2.4286,302,42,M,educator,77904
0.84688,0.6885,484,3.3657,303,19,M,student,14853
0.018225,0.51341,26,3.3846,304,22,F,student,71701
0.45477,0.32374,222,3.4099,305,23,M,programmer,94086
0.031481,0.45088,32,3.7812,306,45,M,other,73132
0.33661,0.46607,112,3.7946,307,25,M,student,55454
0.86548,0.31331,397,3.7582,308,60,M,retired,95076
0.0033678,0.46457,20,3.5,309,40,M,scientist,70802
0.033931,0.47928,21,3.8571,310,37,M,educator,91711
0.72862,0.46184,294,3.7959,311,32,M,technician,73071
0.55353,0,223,4.3812,312,48,M,other,02110
0.65546,0.35082,262,3.5954,313,41,M,marketing,60035
0.3749,0.83003,245,3.6776,314,20,F,student,08043
0.24519,0.37176,87,4.0115,315,31,M,educator,18301
0.17638,0.3464,75,3.36,316,43,F,other,77009
0.0059769,0.49587,22,3.5455,317,22,M,administrator,13210
0.38008,0.42228,174,3.7069,318,65,M,retired,06518
0.0051212,0.4701,23,3.4783,319,38,M,programmer,22030
0.3334,0.75847,154,3.7208,320,19,M,student,24060
0.30748,0.15253,125,3.736,321,49,F,educator,55413
0.15413,0.36864,51,4.1765,322,20,M,student,50613
0.18337,0.54749,89,3.618,323,21,M,student,19149
0.062896,0.58464,66,4.3485,324,21,F,student,02176
0.31131,0.24921,142,3.4085,325,48,M,technician,02139
0.47305,0.33802,187,3.3262,326,41,M,administrator,15235
0.55624,0.44156,284,3.3134,327,22,M,student,11101
0.5432,0.55668,283,3.4311,328,51,M,administrator,06779
0.12327,0.46656,65,3.4,329,48,M,educator,01720
0.48732,0.59073,147,4.4966,330,35,F,educator,33884
0.12695,0.38164,70,3.6429,331,33,M,entertainment,91344
0.39335,0.89674,183,4.153,332,20,M,student,40504
0.075031,0.45617,26,3.8462,333,47,M,other,V0R2M
0.58427,0.35568,333,3.5195,334,32,M,librarian,30002
0.0049481,0.48832,22,3.5455,335,45,M,executive,33775
0.20703,0.61657,130,2.9615,336,23,M,salesman,42101
0.090799,0.53078,34,3.9412,337,37,M,scientist,10522
0.20419,0.23615,75,4,338,39,F,librarian,59717
0.67353,0.26645,254,4.0039,339,35,M,lawyer,37901
0.15975,0.46947,44,4.1591,340,46,M,engineer,80123
0.0050522,0.47476,21,3.8095,341,17,F,student,44405
0.36681,0.36699,201,3.4378,342,25,F,other,98006
0.60743,0.35875,237,3.9873,343,43,M,engineer,30093
0.40538,0.50762,190,3.6684,344,30,F,librarian,94117
0.45131,0.59231,232,3.6466,345,28,F,librarian,94143
0.42859,0.6477,193,3.2902,346,34,M,other,76059
0.46774,0.7704,199,3.5729,347,18,M,student,90210
0.075611,0.62447,58,3.8966,348,24,F,student,45660
0.047125,0.50631,41,3.1951,349,68,M,retired,61455
0.19572,0.36233,50,4.32,350,32,M,student,97301
0.00028741,0.50387,44,4.1591,351,61,M,educator,49938
0.16839,0.48817,42,3.7381,352,37,F,programmer,55105
0.0056679,0.47866,25,3.36,353,25,M,scientist,28480
0.4201,0.14538,233,3.7425,354,29,F,librarian,48197
0.0043174,0.47256,26,4.0769,355,25,M,student,60135
0.0057912,0.49125,24,3.5833,356,32,F,homemaker,92688
0.10291,0.67375,76,4.1316,357,26,M,executive,98133
0.068307,0.39732,43,3.6977,358,40,M,educator,10022
0.053429,0.54147,27,3.9259,359,22,M,student,61801
0.25009,0.34798,102,3.9608,360,51,M,other,98027
0.30299,0.3335,121,3.7769,361,22,M,student,44074
0.0050662,0.4957,25,3.36,362,35,F,homemaker,85233
0.54926,0.62798,311,3.0547,363,20,M,student,87501
0.0073213,0.46506,20,3.45,364,63,M,engineer,01810
0.055887,0.51104,58,3.3793,365,29,M,lawyer,20009
0.077589,0.47671,33,4.3939,366,20,F,student,50670
0.11613,0.51656,58,4.1552,367,17,M,student,37411
0.08902,0.49924,45,3.2889,368,18,M,student,92113
0.047681,0.46871,22,4,369,24,M,student,91335
0.20297,0.3471,75,3.6933,370,52,M,writer,08534
0.21718,0.46875,51,4.098,371,36,M,engineer,99206
0.11951,0.50839,66,4.303,372,25,F,student,66046
0.5794,0.47326,233,3.7339,373,24,F,other,55116
0.52411,0.76606,274,3.3102,374,36,M,executive,78746
0.06437,0.46866,28,3.6786,375,17,M,entertainment,37777
0.070868,0.43382,30,3.7333,376,28,F,other,10010
0.072992,0.49432,33,3.9091,377,22,M,student,18015
0.70512,0.66154,375,3.424,378,35,M,student,02859
0.57012,0.33122,196,3.9898,379,44,M,programmer,98117
0.36053,0.34127,162,3.1975,380,32,M,engineer,55117
0.2683,0.35686,127,3.811,381,33,M,artist,94608
0.11492,0.40325,53,3.4717,382,45,M,engineer,01824
0.19704,0.24709,71,4.3803,383,42,M,administrator,75204
0.0065829,0.48222,22,4.1364,384,52,M,programmer,45218
0.45291,0.18445,281,3.2954,385,36,M,writer,10003
0.051777,0.52952,23,3.6522,386,36,M,salesman,43221
0.61482,0.4659,304,3.3618,387,33,M,entertainment,37412
0.074247,0.58282,52,4.1731,388,31,M,other,36106
0.59358,0.21118,271,3.7048,389,44,F,writer,83702
0.034033,0.47389,31,3.8387,390,42,F,writer,85016
0.33779,0.3385,121,3.7686,391,23,M,student,84604
0.19102,0.3555,111,4.045,392,52,M,writer,59801
0.61196,0.9135,448,3.3371,393,19,M,student,83686
0.42881,0.73281,149,3.8591,394,25,M,administrator,96819
0.15276,0.52902,57,3.8947,395,43,M,other,44092
0.062471,0.60663,54,3.4074,396,57,M,engineer,94551
0.24017,0.36488,102,3.7059,397,17,M,student,27514
0.49858,0.33571,172,3.7093,398,40,M,other,60008
0.49503,0.73418,319,2.9373,399,25,M,other,92374
0.0040286,0.48504,22,3.5909,400,33,F,administrator,78213
0.31406,0.40935,153,3.1176,401,46,F,healthcare,84107
0.17133,0.49594,68,3.8971,402,30,M,engineer,95129
0.097603,0.6118,50,3.68,403,37,M,other,06811
0.015608,0.50913,44,3.25,404,29,F,programmer,55108
0.63465,0.46451,737,1.8345,405,22,F,healthcare,10019
0.72911,0.23686,342,3.5322,406,52,M,educator,93109
0.5647,0.47645,226,3.469,407,29,M,engineer,03261
0.0073439,0.48429,27,3.7407,408,23,M,student,61755
0.42116,0.1207,203,3.5911,409,48,M,administrator,98225
0.0050184,0.46577,28,3.0357,410,30,F,artist,94025
0.21156,0.49604,58,3.7759,411,34,M,educator,44691
0.17531,0.45615,51,3.9412,412,25,M,educator,15222
0.057833,0.50414,50,3.66,413,55,M,educator,78212
0.020958,0.48756,25,3.88,414,24,M,programmer,38115
0.073581,0.4367,24,4.1667,415,39,M,educator,85711
0.88509,0.79304,493,3.8458,416,20,F,student,92626
0.65133,0.68253,365,3.2466,417,27,F,other,48103
0.005768,0.4761,20,2.9,418,55,F,none,21206
0.099772,0.41368,32,4.2188,419,37,M,lawyer,43215
0.060013,0.39238,36,4.1667,420,53,M,educator,02140
0.206,0.42403,62,3.8548,421,38,F,programmer,55105
0.12722,0.55144,97,3.4639,422,26,M,entertainment,94533
0.039142,0.52358,64,3.5781,423,64,M,other,91606
0.043188,0.4745,44,3.3636,424,36,F,marketing,55422
0.32572,0.61114,204,2.9559,425,19,M,student,58644
0.24946,0.20796,101,3.8317,426,55,M,educator,01602
0.0020611,0.47209,31,4.5484,427,51,M,doctor,85258
0.0029079,0.49064,55,3.9273,428,28,M,student,55414
0.8329,0.50269,414,3.3937,429,27,M,student,29205
0.12686,0.47787,65,3.5538,430,38,M,scientist,98199
0.0026874,0.48113,21,3.381,431,24,M,marketing,92629
0.097439,0.64732,62,3.7097,432,22,M,entertainment,50311
0.064891,0.44122,41,3.5122,433,27,M,artist,11211
0.057686,0.5645,44,3.7045,434,16,F,student,49705
0.70361,0.76082,379,3.3166,435,24,M,engineer,60007
0.29442,0.56792,145,3.7517,436,30,F,administrator,17345
0.59174,0.29121,263,3.5817,437,27,F,other,20009
0.056492,0.54963,33,4.0606,438,51,F,administrator,43204
0.042638,0.50875,31,3.7097,439,23,F,administrator,20817
0.034386,0.43644,51,4.1765,440,30,M,other,48076
0.033691,0.51459,20,3.5,441,50,M,technician,55013
0.29938,0.63241,143,3.1259,442,22,M,student,85282
0.015257,0.48142,24,3.375,443,35,M,salesman,33308
0.023979,0.47097,24,3.7917,444,51,F,lawyer,53202
0.13217,0.52545,135,1.9852,445,21,M,writer,92653
0.0020425,0.46894,36,2.75,446,57,M,educator,60201
0.32964,0.62353,139,3.5971,447,30,M,administrator,55113
0.0063955,0.44965,38,3.3421,448,23,M,entertainment,10021
0.091765,0.43555,75,3.7467,449,23,M,librarian,55021
1,0.40875,540,3.8648,450,35,F,educator,11758
0,0.51617,98,2.7347,451,16,M,student,48446
0.48871,0.28331,206,3.4126,452,35,M,administrator,28018
0.34941,0.64731,156,3.2885,453,18,M,student,06333
0.44366,0.42665,236,2.9788,454,57,M,other,97330
0.40778,0.59198,189,3.5026,455,48,M,administrator,83709
0.44049,0.42953,217,3.4562,456,24,M,technician,31820
0.76195,0.59654,277,4.0253,457,33,F,salesman,30011
0.39139,0.33554,183,3.6885,458,47,M,technician,Y1A6B
0.16805,0.66795,118,3.3814,459,22,M,student,29201
0.056295,0.46605,68,3.4118,460,44,F,other,60630
0.017626,0.46624,23,3,461,15,M,student,98102
0.035341,0.51009,33,4,462,19,F,student,02918
0.097557,0.54578,133,2.8647,463,48,F,healthcare,75218
0.069387,0.47808,53,4.0377,464,60,M,writer,94583
0.21175,0.38231,80,3.4375,465,32,M,other,05001
0.20013,0.59527,101,3.4653,466,22,M,student,90804
0.069757,0.52797,44,3.6818,467,29,M,engineer,91201
0.41388,0.47724,143,3.993,468,28,M,engineer,02341
0.12507,0.31886,43,4.5349,469,60,M,educator,78628
0.077146,0.52905,57,3.5789,470,24,M,programmer,10021
0.068391,0.49793,31,3.3871,471,10,M,student,77459
0.62897,0.90975,263,4.2281,472,24,M,student,87544
0.045294,0.45218,35,3.9143,473,29,M,student,94708
0.81759,0.17667,327,4.0826,474,51,M,executive,93711
0.027215,0.45202,20,3.6,475,30,M,programmer,75230
0.1749,0.49565,83,3.3735,476,28,M,student,60440
0.066101,0.52392,35,4.4571,477,23,F,student,02125
0.26673,0.52412,113,3.4159,478,29,M,other,10019
0.47858,0.50569,202,3.4208,479,30,M,educator,55409
0.17461,0.37178,60,3.7333,480,57,M,retired,98257
