X,Y,numReview,avgReview,num,age,sex,job,zip,lat,lon,
0.51331,0.53946,28,3.4643,170,48,F,educator,78750,30.407,-97.816,
0.51138,0.58854,27,3.1852,171,55,M,marketing,22207,38.907,-77.122,
0.37223,0.43567,43,4.2093,172,56,M,other,22306,38.759,-77.087,
0.54782,0.34435,177,3.5819,173,30,F,administrator,52302,42.057,-91.574,
0.50001,0.65993,38,3.7368,174,26,F,scientist,21911,39.672,-76.057,
0.54833,0.43724,63,3.6984,175,28,M,scientist,7030,40.747,-74.034,
0.74623,0.49327,115,3.6174,176,20,M,programmer,19104,39.961,-75.197,
0.45965,0.65028,273,3.6813,177,26,M,other,49512,42.88,-85.535,
0.3295,0.34641,42,3.0476,178,15,M,entertainment,20755,39.154,-76.691,
0.56772,0.53342,63,3.9365,179,22,F,administrator,60202,42.045,-87.688,
0.19938,0.41843,435,1.492,180,26,M,executive,21218,39.328,-76.599,
0.49927,0.48534,28,3.8571,181,36,M,programmer,33884,28.053,-81.669,
0.42513,0.52798,53,3.1887,182,33,M,scientist,27708,36.029,-78.924,
0.78509,0.54907,251,3.6614,183,37,M,librarian,76013,32.771,-97.291,
0.63458,0.60723,48,4.0417,184,53,F,librarian,97403,44.032,-123.096,
0.19817,0.38667,92,3.413,185,39,F,executive,0,300,300,
0.66603,0.58908,56,4.0714,186,26,M,educator,16801,40.882,-77.868,
0.59939,0.55862,112,3.7679,187,42,M,student,29440,33.439,-79.368,
0.80844,0.58141,187,3.9786,188,32,M,artist,95014,37.189,-121.705,
0.32546,0.39244,59,3.322,189,30,M,administrator,95938,39.626,-121.778,
0.5392,0.51645,27,3.6296,190,33,M,administrator,95161,37.189,-121.705,
0.43321,0.40249,35,3.5143,191,42,M,educator,90840,33.784,-118.116,
0.45522,0.39123,121,3.1653,192,29,M,student,49931,47.105,-88.548,
0.69925,0.47012,305,2.9639,193,38,M,administrator,2154,42.389,-71.24,
0.62507,0.43402,96,3.2917,194,42,M,scientist,93555,35.54,-117.794,
0.40198,0.45282,39,3.6154,195,49,M,writer,55105,44.935,-93.161,
0.41278,0.65694,118,3.339,196,55,M,technician,75094,33.012,-96.643,
0.69536,0.55486,181,3.2762,197,21,F,student,55414,44.975,-93.234,
0.60779,0.44747,40,2.95,198,30,M,writer,17604,40.065,-76.336,
0.38879,0.38212,216,4.0324,199,40,M,programmer,93402,35.301,-120.795,
0.72354,0.49149,386,3.0311,200,27,M,writer,E2A4H,300,300,
0.37145,0.50865,20,2.8,201,41,F,educator,60201,42.049,-87.702,
0.4736,0.36663,43,3.4186,202,25,F,student,32301,30.419,-84.203,
0.60177,0.52932,42,3.4524,203,52,F,librarian,10960,41.08,-73.93,
0.3568,0.46493,22,2.8636,204,47,M,lawyer,6371,41.409,-72.148,
0.33215,0.34283,64,2.1719,205,14,F,student,53115,42.642,-88.653,
0.49125,0.63818,230,3.2304,206,39,M,marketing,92037,32.899,-117.226,
0.39415,0.59589,33,3.7879,207,43,M,engineer,1720,42.446,-71.459,
0.43857,0.60902,33,3.1818,208,33,F,educator,85710,32.214,-110.789,
0.71987,0.59952,132,4.0606,209,39,M,engineer,3060,42.772,-71.626,
0.41249,0.50937,37,3.1892,210,66,M,salesman,32605,29.678,-82.466,
0.27394,0.53463,25,3.92,211,49,F,educator,61401,40.965,-90.214,
0.58294,0.56735,126,4.2302,212,33,M,executive,55345,44.917,-93.482,
0.64756,0.67265,128,3.8984,213,26,F,librarian,11231,40.677,-74.003,
0.62504,0.5871,93,3.7742,214,35,M,programmer,63033,38.796,-90.275,
0.70662,0.46399,131,3.8015,215,22,M,engineer,2215,42.345,-71.108,
0.40796,0.50588,76,2.9605,216,22,M,other,11727,40.922,-72.637,
0.61622,0.56901,53,3.6038,217,37,M,administrator,6513,41.307,-72.865,
0.56507,0.41497,28,3.7143,218,32,M,programmer,43212,39.969,-83.011,
0.49176,0.42857,22,3.7727,219,30,M,librarian,78205,29.424,-98.484,
0.49598,0.35402,146,3.6164,220,19,M,student,20685,38.44,-76.517,
0.35505,0.32306,387,3.0491,221,29,M,programmer,27502,35.748,-78.834,
0.26791,0.4532,105,3.0286,222,19,F,student,47906,40.467,-86.928,
0.32864,0.58806,141,2.9929,223,31,F,educator,43512,41.297,-84.39,
0.55888,0.56488,27,4.5185,224,51,F,administrator,58202,47.933,-97.394,
0.52909,0.65165,50,3.8,225,28,M,student,92103,32.746,-117.171,
0.60718,0.47513,58,3.4483,226,46,M,executive,60659,41.997,-87.717,
0.39327,0.43011,21,3.1429,227,21,F,student,22003,38.836,-77.213,
0.49766,0.41361,30,2.7333,228,29,F,librarian,22903,38.034,-78.492,
0.59679,0.66837,133,3.8496,229,28,F,student,14476,43.324,-78.05,
0.28759,0.46627,21,3.6667,230,48,M,librarian,1080,42.18,-72.518,
0.64942,0.66738,93,3.9032,231,45,M,scientist,99709,64.86,-148,
0.59472,0.60887,110,4.3455,232,38,M,engineer,98682,45.679,-122.479,
0.80598,0.61316,480,3.1229,233,60,M,retired,94702,37.864,-122.287,
0.73988,0.55179,94,3.9787,234,37,M,educator,22973,38.312,-78.482,
0.6143,0.64905,124,3.4758,235,44,F,writer,53214,43.022,-88.018,
0.57907,0.61045,48,4.1458,236,49,M,administrator,63146,38.703,-90.462,
0.40685,0.43329,29,3.2759,237,42,F,administrator,44124,41.501,-81.469,
0.79728,0.55642,159,4.2138,238,39,M,artist,95628,38.655,-121.261,
0.49892,0.42195,24,3.75,239,23,F,educator,20784,38.951,-76.896,
0.44405,0.48073,23,3.4348,240,26,F,student,20001,38.912,-77.017,
0.33093,0.42062,20,4.45,241,33,M,educator,31404,32.048,-81.117,
0.67741,0.53514,81,3.642,242,33,M,educator,60201,42.049,-87.702,
0.67464,0.41933,238,3.6513,243,28,M,technician,80525,40.532,-105.207,
0.23141,0.45438,22,3.2727,244,22,M,student,55109,45.013,-93.03,
0.43535,0.32033,195,2.9282,245,19,M,student,28734,35.156,-83.422,
0.48386,0.50921,26,3.9231,246,28,M,engineer,20770,38.996,-76.881,
0.59171,0.51554,56,3.5714,247,25,M,student,37235,36.187,-86.785,
0.74566,0.53915,161,4.1056,248,25,M,student,84103,40.786,-111.869,
0.56838,0.49957,122,3.7869,249,29,M,executive,95110,37.189,-121.705,
0.65504,0.48278,77,3.7922,250,28,M,doctor,85032,33.277,-112.187,
0.50956,0.47218,21,4.4286,251,42,M,engineer,7733,40.376,-74.17,
0.71117,0.65543,97,3.9794,252,26,F,librarian,22903,38.034,-78.492,
0.4206,0.65088,159,3.0503,253,44,M,educator,42647,36.777,-84.503,
0.25262,0.38568,83,2.5422,254,23,M,entertainment,7029,40.745,-74.151,
0.23189,0.51431,207,3.9903,255,35,F,none,39042,32.3,-89.939,
0.6523,0.51437,57,4.0351,256,17,M,student,77005,29.834,-95.434,
0.31715,0.54373,23,3.7391,257,19,F,student,77801,30.667,-96.362,
0.55824,0.50746,46,3.8696,258,21,M,student,48823,42.737,-84.504,
0.30229,0.44817,24,4.0417,259,40,F,artist,89801,40.906,-115.534,
0.26027,0.39998,27,4.1111,260,28,M,administrator,85202,33.393,-111.805,
0.4228,0.58201,160,3.1688,261,19,F,student,78264,29.195,-98.5,
0.76217,0.61367,123,4.0488,262,41,M,programmer,55346,44.875,-93.478,
0.65663,0.55158,120,4.2167,263,36,F,writer,90064,33.787,-118.299,
0.2859,0.47005,46,3.5652,264,26,M,executive,84601,40.235,-111.696,
0.58945,0.43349,23,3.2609,265,62,F,administrator,78756,30.321,-97.738,
0.66943,0.40195,185,3.9351,266,23,M,engineer,83716,43.441,-116.079,
0.66004,0.38781,328,2.9421,267,24,M,engineer,19422,40.158,-75.28,
0.75157,0.46243,323,3.0093,268,31,F,librarian,43201,39.969,-83.011,
0.52494,0.43605,138,4.3333,269,18,F,student,63119,38.589,-90.348,
0.74555,0.59971,278,3.5827,270,51,M,engineer,22932,38.13,-78.711,
0.60237,0.57007,51,4.3333,271,33,M,scientist,53706,43.078,-89.413,
0.48965,0.40215,22,3.6364,272,50,F,other,10016,40.746,-73.978,
0.64825,0.46215,71,4.0563,273,20,F,student,55414,44.975,-93.234,
0.49116,0.57507,95,3.1158,274,38,M,engineer,92064,32.994,-117.03,
0.65778,0.37723,518,3.4653,275,21,M,student,95064,36.989,-122.059,
0.43865,0.52633,54,3.5,276,35,F,administrator,55406,44.976,-93.279,
0.50719,0.46181,23,4.2609,277,37,F,librarian,30033,33.816,-84.286,
0.19688,0.37647,434,3.2673,278,33,M,programmer,85251,33.42,-111.793,
0.41548,0.5815,258,3.5775,279,30,F,librarian,22903,38.034,-78.492,
0.27814,0.35086,26,3.1923,280,15,F,student,6059,41.9,-72.891,
0.36507,0.42043,22,3.5,281,22,M,administrator,20057,38.893,-77.015,
0.51473,0.48436,53,4.1321,282,28,M,programmer,55305,44.953,-93.437,
0.53268,0.4072,47,3.5532,283,40,M,executive,92629,33.486,-117.696,
0.43468,0.54782,32,3.9375,284,25,M,programmer,53713,43.037,-89.397,
0.4613,0.3328,288,3.7118,285,27,M,student,15217,40.385,-80.055,
0.52743,0.46211,62,4.1129,286,21,M,salesman,31211,32.867,-83.607,
0.64698,0.56574,75,3.88,287,34,M,marketing,23226,37.587,-77.518,
0.35698,0.42914,27,2.9259,288,11,M,none,94619,37.784,-122.167,
0.43324,0.64818,150,3.3533,289,40,M,engineer,93550,33.787,-118.299,
0.40831,0.30442,296,3.6858,290,19,M,student,44106,41.505,-81.603,
0.74708,0.56932,124,4.2258,291,35,F,programmer,94703,37.866,-122.276,
0.73035,0.45687,388,3.0309,292,24,M,writer,60804,41.812,-87.687,
0.34027,0.38516,150,3.4667,293,34,M,technician,92110,32.776,-117.208,
0.54338,0.59043,196,4.2398,294,31,M,educator,50325,41.608,-93.745,
0.76441,0.64781,147,4.1769,295,43,F,administrator,16803,40.879,-77.758,
0.75645,0.59033,192,3.4375,296,29,F,educator,98103,47.432,-121.803,
0.65791,0.62582,127,4.0315,297,44,M,executive,1581,42.255,-71.846,
0.76126,0.52885,280,3.4643,298,29,M,doctor,63108,38.645,-90.252,
0.24306,0.40557,20,3.75,299,26,F,programmer,55106,44.957,-93.042,
0.32645,0.56709,275,3.5273,300,24,M,student,55439,44.874,-93.375,
0.25703,0.36679,21,2.4286,301,42,M,educator,77904,28.9,-97.001,
0.65866,0.37541,484,3.3657,302,19,M,student,14853,42.447,-76.484,
0.27546,0.45209,26,3.3846,303,22,F,student,71701,33.595,-92.851,
0.79092,0.62068,222,3.4099,304,23,M,programmer,94086,37.189,-121.705,
0.50908,0.45908,32,3.7812,305,45,M,other,73132,35.558,-97.638,
0.61851,0.53098,112,3.7946,306,25,M,student,55454,44.981,-93.253,
0.7336,0.52266,397,3.7582,307,60,M,retired,95076,36.98,-121.747,
0.3217,0.43835,20,3.5,308,40,M,scientist,70802,30.443,-91.156,
0.55938,0.49972,21,3.8571,309,37,M,educator,91711,33.787,-118.299,
0.45847,0.66361,294,3.7959,310,32,M,technician,73071,35.254,-97.3,
0.76891,0.63739,223,4.3812,311,48,M,other,2110,42.353,-71.051,
0.71673,0.619,262,3.5954,312,41,M,marketing,60035,42.187,-87.812,
0.19576,0.47611,245,3.6776,313,20,F,student,8043,39.839,-74.965,
0.75192,0.56002,87,4.0115,314,31,M,educator,18301,41.09,-75.2,
0.62997,0.67624,75,3.36,315,43,F,other,77009,29.834,-95.434,
0.31987,0.42575,22,3.5455,316,22,M,administrator,13210,43.031,-76.111,
0.52225,0.58198,174,3.7069,317,65,M,retired,6518,41.417,-72.906,
0.36155,0.4383,23,3.4783,318,38,M,programmer,22030,38.853,-77.305,
0.28269,0.38234,154,3.7208,319,19,M,student,24060,37.256,-80.435,
0.72593,0.64706,125,3.736,320,49,F,educator,55413,44.994,-93.241,
0.60968,0.55455,51,4.1765,321,20,M,student,50613,42.517,-92.436,
0.66165,0.47193,89,3.618,322,21,M,student,19149,40.024,-75.082,
0.35686,0.45138,66,4.3485,323,21,F,student,2176,42.459,-71.053,
0.71778,0.51872,142,3.4085,324,48,M,technician,2139,42.365,-71.102,
0.52973,0.60277,187,3.3262,325,41,M,administrator,15235,40.399,-80.001,
0.74665,0.55153,284,3.3134,326,22,M,student,11101,40.745,-73.935,
0.5281,0.7168,283,3.4311,327,51,M,administrator,6779,41.604,-73.217,
0.67724,0.54306,65,3.4,328,48,M,educator,1720,42.446,-71.459,
0.53018,0.65551,147,4.4966,329,35,F,educator,33884,28.053,-81.669,
0.51565,0.51146,70,3.6429,330,33,M,entertainment,91344,33.787,-118.299,
0.31691,0.3699,183,4.153,331,20,M,student,40504,38.039,-84.539,
0.27151,0.53494,26,3.8462,332,47,M,other,V0R2M,300,300,
0.75716,0.51366,333,3.5195,333,32,M,librarian,30002,33.772,-84.239,
0.39739,0.35923,22,3.5455,334,45,M,executive,33775,27.892,-82.725,
0.28151,0.36791,130,2.9615,335,23,M,salesman,42101,37.017,-86.452,
0.36462,0.49404,34,3.9412,336,37,M,scientist,10522,41.011,-73.865,
0.73335,0.53817,75,4,337,39,F,librarian,59717,45.628,-110.901,
0.77087,0.52234,254,4.0039,338,35,M,lawyer,37901,36.032,-83.885,
0.28369,0.54009,44,4.1591,339,46,M,engineer,80123,39.621,-105.09,
0.27227,0.42106,21,3.8095,340,17,F,student,44405,41.078,-80.592,
0.74696,0.50088,201,3.4378,341,25,F,other,98006,47.552,-122.145,
0.71184,0.53646,237,3.9873,342,43,M,engineer,30093,33.932,-84.182,
0.75926,0.57821,190,3.6684,343,30,F,librarian,94117,37.769,-122.444,
0.68082,0.46127,232,3.6466,344,28,F,librarian,94143,37.763,-122.459,
0.44004,0.68283,193,3.2902,345,34,M,other,76059,32.335,-97.306,
0.50018,0.37373,199,3.5729,346,18,M,student,90210,33.787,-118.299,
0.21828,0.42326,58,3.8966,347,24,F,student,45660,38.859,-83.461,
0.4854,0.3545,41,3.1951,348,68,M,retired,61455,40.46,-90.661,
0.62238,0.64814,50,4.32,349,32,M,student,97301,44.905,-122.922,
0.32092,0.53051,44,4.1591,350,61,M,educator,49938,46.48,-90.167,
0.50141,0.61268,42,3.7381,351,37,F,programmer,55105,44.935,-93.161,
0.54089,0.45027,25,3.36,352,25,M,scientist,28480,34.214,-77.859,
0.68198,0.67747,233,3.7425,353,29,F,librarian,48197,42.202,-83.62,
0.3208,0.42058,26,4.0769,354,25,M,student,60135,42.102,-88.718,
0.40878,0.47786,24,3.5833,355,32,F,homemaker,92688,33.602,-117.604,
0.21431,0.47285,76,4.1316,356,26,M,executive,98133,47.432,-121.803,
0.41162,0.53288,43,3.6977,357,40,M,educator,10022,40.759,-73.968,
0.49011,0.44348,27,3.9259,358,22,M,student,61801,40.134,-88.182,
0.76209,0.54667,102,3.9608,359,51,M,other,98027,47.497,-122.011,
0.78065,0.58884,121,3.7769,360,22,M,student,44074,41.295,-82.228,
0.34267,0.41779,25,3.36,361,35,F,homemaker,85233,33.335,-111.815,
